,msg_sender,sender_text,quoted_sender,quoted_text,msg_datetime,read_more_btn
621,Subrato Dada,"Information Notification:
Infrastructure Change CRQ000000580967 requested by you is now scheduled for completion and is proceeding.
Status: Scheduled
Impact: 4-Minor/Localized    
Urgency: 4-Low
Scheduled Start: 1/19/2023 11:00:00 PM
Scheduled End: 1/20/2023 11:00:00 AM 
Summary: Vulta ENM to Dhaka ENM Node shifting activity",,,2023-01-19 20:41,
622,Mahafuj RNM,"Incident Notification:
2 2G & 3 4G Sites in Chittagong South are down
Severity: C3
FT: 20:28_19/01
ERT: 4 hrs
Cause: CGSKN22-CGSKN04 Link Down
Area: Satkania
Unit: e.co
TT: INC000017916222",,,2023-01-19 20:53,
623,Mahafuj RNM,"Incident Notification:
2 2G, 1 3G & 2 4G Sites in Mymensingh are down
Severity: C3
FT: 20:48_19/01
ERT: 1 hr
Cause: Power issue at MYBLK90
Area: Bhaluka
Unit: e.co
TT: INC000017916246",,,2023-01-19 20:58,
624,Txmonitoring,Fiber incident update at 21:00_19/01,,,2023-01-19 21:09,
625,Saifuzzaman Saif,"19-Jan'23@20:15
BSC CSSR: No degradation
Voice Traffic: No degradation",,,2023-01-19 21:13,
626,Mahafuj RNM,"Update of Site Down at 21:15 On 19-01-2023

Region: 2G/3G/4G
National: 22/16/23

DHK_M: 4/1/4
DHK_N: 0/1/2
DHK_S: 2/0/1
DHK_O: 5/6/2
CTG_M: 0/1/0
CTG_N: 0/0/0
CTG_S: 3/0/1
COM: 0/1/4
NOA: 2/0/2
SYL: 1/1/1
MYM: 1/3/2
BAR: 0/1/0
KHL: 1/1/1
KUS: 1/0/1
RAJ: 2/0/2
RANG: 0/0/0",,,2023-01-19 21:26,
627,Mahafuj RNM,"Close Notification:
2 2G, 1 3G & 2 4G Sites in Mymensingh are up
Severity: C3
FT: 20:48_19/01
RT: 21:07_19/01
DUR: 00:19
Cause: Power issue at MYBLK90
Action: CP restored 
Area: Bhaluka
Unit: e.co
TT: INC000017916246",Mahafuj RNM,"Incident Notification:
2 2G, 1 3G & 2 4G Sites in Mymensingh are down
Severity: C3
FT: 20:48_19/01
ERT: 1 hr
Cause: Power issue at MYBLK90
Area: Bhaluka
Unit: e.co
TT: INC000017916246",2023-01-19 21:34,
628,Alauddin Vai,"Link restored.
RC : Rectifier malfunction",Mahafuj RNM,"Incident Notification:
2 2G & 3 4G Sites in Chittagong South are down
Severity: C3
FT: 20:28_19/01
ERT: 4 hrs
Cause: CGSKN22-CGSKN04 Link Down
Area: Satkania
Unit: e.co
TT: INC000017916222",2023-01-19 21:38,
629,Mahafuj RNM,Noted,Alauddin Vai,"Link restored.
RC : Rectifier malfunction",2023-01-19 21:40,
630,Mahafuj RNM,"Close Notification:
2 2G & 3 4G Sites in Chittagong South are up
Severity: C3
FT: 20:28_19/01
RT: 21:33_19/01
DUR: 01:05
Cause: Rectifier malfunction at CGSKN04 
Action: e.co team resolved the issue
Area: Satkania
Unit: e.co
TT: INC000017916222",Mahafuj RNM,"Incident Notification:
2 2G & 3 4G Sites in Chittagong South are down
Severity: C3
FT: 20:28_19/01
ERT: 4 hrs
Cause: CGSKN22-CGSKN04 Link Down
Area: Satkania
Unit: e.co
TT: INC000017916222",2023-01-19 21:48,
631,Mahafuj RNM,"Update of Site Down at 22:00 On 19-01-2023

Region: 2G/3G/4G
National: 19/16/20

DHK_M: 4/1/4
DHK_N: 0/1/2
DHK_S: 2/0/1
DHK_O: 4/6/2
CTG_M: 1/1/1
CTG_N: 0/0/0
CTG_S: 2/0/1
COM: 1/2/3
NOA: 3/0/3
SYL: 0/0/0
MYM: 1/3/2
BAR: 0/1/0
KHL: 0/1/0
KUS: 0/0/0
RAJ: 1/0/1
RANG: 0/0/0",,,2023-01-19 22:02,
632,Alauddin Vai,"The Duty Handover to Night shift at 22:15 on 19-Jan-2023:

SM: Gowranggo Da 
CNM: Shahin Vi
TX_M: Mahbub Vi
TX_FLS: Jubayer Bro
RAN_M: Hasib Bro
RAN_FLS: Arif Bro

BO Support Concerns for this week (15 January to 21 th January_2023)

CN_BO: CS_ Arif & PS_ Abeer
TX_BO: Toriqul
RAN_BO: Zakeer
OSS: Paroma
IP TNO:  Abul Kashem
TSPR: Monoj
DCN_Net: Mostaq

Major Concern: 

1. @RANFLS/SM, please check BSC/RNC Voice Traffic degradation, CSSR degradation update email from Network. Insight regular basis. 
@RANFLS from now on post the update every hour. 
@SM, Keep Tableau/Network Availability Dashboard under observation.

2. @RANFLS, don't reset any Gulshan's sites except jalal vai's consent.

3. Please don’t open any Core site CR without Jalal Bhai’s concern.
(Bhaiya…",,,2023-01-19 22:16,Read more
633,Barsha,"Planned Work
20 Jan,2023

Total: 146
Approved: 146
Critical: 00
Unit:   App/Crt/Otg/Notg

Total:  146/00/73/73
Tops:   03/00/02/01
Imple:  135/00/66/69
NTTN:   01/00/01/00
e.co:   05/00/04/01
IT:     02/00/01/01",,,2023-01-19 22:17,
634,Barsha,"CPSDR90,CPSDR91,CPSDR93 these sites are down from yesterday to till now due to CR:580169 activities which are not reported in SEM.

@ Sudipto da please check the issue and take necessary measures to restore the sites ASAP",,,2023-01-19 22:18,
635,Rabbani,"@Shoriful @Shibbir Tx @Sajal @mahbub vai vai,  In DWDM & OSM MUX monitoring filter,  we have added OTU4_ LOF & OTU_2 LOF alram,  please monitor and escalate to concern team. 
OTU4_ LOF associated to 100G and OTU_2 LOF associated to 10G.",,,2023-01-19 18:51,
636,Shoriful,Added we will follow up accordingly,Rabbani,"@Shoriful @Shibbir Tx @Sajal @mahbub vai vai,  In DWDM & OSM MUX monitoring filter,  we have added OTU4_ LOF & OTU_2 LOF alram,  please monitor and escalate to concern team. 
OTU4_ LOF associated to 100G and OTU_2 LOF associated to 10G.",2023-01-19 18:53,
637,Chanda Bhai,Please don't make any change during busy hour,Rabbani,"@Shoriful @Shibbir Tx @Sajal @mahbub vai vai,  In DWDM & OSM MUX monitoring filter,  we have added OTU4_ LOF & OTU_2 LOF alram,  please monitor and escalate to concern team. 
OTU4_ LOF associated to 100G and OTU_2 LOF associated to 10G.",2023-01-19 18:54,
638,Mahafuj RNM,"Update of Site Down at 19:00 On 19-01-2023

Region: 2G/3G/4G
National: 28/17/26

DHK_M: 4/1/3
DHK_N: 0/1/2
DHK_S: 2/0/1
DHK_O: 4/5/1
CTG_M: 1/1/1
CTG_N: 0/0/0
CTG_S: 2/0/1
COM: 0/0/5
NOA: 5/0/3
SYL: 1/0/0
MYM: 5/6/5
BAR: 0/1/0
KHL: 1/2/1
KUS: 2/0/2
RAJ: 1/0/1
RANG: 0/0/0",,,2023-01-19 19:04,
639,tawhid vai,"Net Status 18-Jan,2023

VLR(A): 43.41M(-26.53K)
VLR(R): 45.15M(+10.53K)
HLR: 112.22M(+1.6K)
4G(A): 18.74M(+22.54K)
4G(R): 24.39M(+3.95K)
EL(WD): 5.18M(-399.1K)
ELSR: 97.74%(-0.91%)

Network Performance:
CSSR2G: 99.11%(-0.29%)
CDR2G: 0.39%(+0.01%)
CDR3G: 0.19%(+0.01%)
PSR: 91.36%(-3.61%)
LUSR: 98.46%(-0.38%)
MTCCR: 92.93%(+0.18%)
SMMTSR: 58.96%(-0.44%)

Traffic:
Voice:
2G(BH): 493.45K(+30.13K)
2G(WD): 5125.76K(+74.9K)
3G(BH): 281.85K(+12.13K)
3G(WD): 3162.47K(+63.48K)

Data:
GiDL(TP): 1169.2Gbps(-5.28Gbps)
GiDL(FNA): 538.18Gbps
GiDL(GGC): 255.50Gbps
GiDL(BDIX): 6.01Gbps
2G(WD): 13.8TB(+0.33TB)
3G(WD): 595.57TB(+16.16TB)
4G(WD): 7103.29TB(-528.56TB)
TotalData: 7712.67TB(-512.07TB)

SMS:
SMMT(WD): 20.98M(+423K)

IIG Peak Usage (Gbps) /Capacity (Gbps) /Uti (%):
…",,,2023-01-19 19:11,Read more
640,Alauddin Vai,"Bhaiya its not service impacting, only quality alarms added in monitoring filters",Chanda Bhai,Please don't make any change during busy hour,2023-01-19 19:13,
641,Mahafuj RNM,"Incident Notification:
39 2G, 28 3G & 46 4G Sites in Mymensingh & Sylhet are down
Severity: C1
FT: 19:34_19/01
ERT: 4 hrs
POP: NKKND01, NKPBD01, NKATP01, NKKND02
Cause: Suspecting fiber issue at FHL end
Area: Dhobaura, Durgapur, Ishwarganj, Itna, Kalmakanda, Kendua, Madan, Netrokona Sadar, Purbadhala & Tarail
Unit: FHL
Tracking ID: RDTXM2301191934",,,2023-01-19 19:41,
642,Alauddin Vai,Restored: 19:42_19/01,Mahafuj RNM,"Incident Notification:
39 2G, 28 3G & 46 4G Sites in Mymensingh & Sylhet are down
Severity: C1
FT: 19:34_19/01
ERT: 4 hrs
POP: NKKND01, NKPBD01, NKATP01, NKKND02
Cause: Suspecting fiber issue at FHL end
Area: Dhobaura, Durgapur, Ishwarganj, Itna, Kalmakanda, Kendua, Madan, Netrokona Sadar, Purbadhala & Tarail
Unit: FHL
Tracking ID: RDTXM2301191934",2023-01-19 19:44,
643,Mahafuj RNM,"Close Notification:
17 2G, 12 3G & 24 4G Sites in Mymensingh & Sylhet are up
Severity: C2
FT: 15:18_19/01
RT: 16:10_19/01
DUR: 00:52
POP: NKKND01,NKKND02,NKSDR04
Cause: One hand fiber cut at FHL end other hand down from POP NKKND18, details investigation ongoing by ULKA
Action: FHL restored there Fiber & ULKA team WIP for 2nd hand.
Area: Ishwarganj, Itna, Kendua, Madan, Netrokona Sadar & Tarail
Unit: FHL, ULKA
Tracking ID: RDTXM2301191518",Mahafuj RNM,"Incident Notification:
17 2G, 12 3G & 24 4G Sites in Mymensingh & Sylhet are down
Severity: C2
FT: 15:18_19/01
ERT: 4 hrs
POP:NKKND01,NKkND02,NKSDR04
Cause: Suspecting fiber issue at FHL end
Area: Ishwarganj, Itna, Kendua, Madan, Netrokona Sadar & Tarail
Unit: FHL
Tracking ID: RDTXM2301191518",2023-01-19 16:29,
644,Mahafuj RNM,"Update of Site Down at 17:00 On 19-01-2023

Region: 2G/3G/4G
National: 42/29/40

DHK_M: 4/1/5
DHK_N: 2/2/4
DHK_S: 2/0/2
DHK_O: 4/5/0
CTG_M: 2/2/1
CTG_N: 2/1/3
CTG_S: 4/3/2
COM: 2/1/7
NOA: 2/0/1
SYL: 6/5/5
MYM: 5/4/3
BAR: 1/1/1
KHL: 2/3/2
KUS: 2/1/2
RAJ: 1/0/1
RANG: 1/0/1",,,2023-01-19 17:05,
645,Mahafuj RNM,"Close Notification:
6 2G, 4 3G & 7 4G Sites in Mymensingh are up
Severity: C3
FT: 14:56_19/01
RT: 16:47_19/01
DUR: 01:51
POP: MYDBR15
Cause: Power issue at MYDBR15
Action: e.co team resolved the issue by PG run
Area: Dhobaura
Unit: e.co
TT: INC000017914509",Mahafuj RNM,"Incident Notification:
6 2G, 4 3G & 7 4G Sites in Mymensingh are down
Severity: C3
FT: 14:56_19/01
ERT: 1 hr
POP: MYDBR15
Cause: Power issue at MYDBR15
Area: Dhobaura
Unit: e.co
TT: INC000017914509",2023-01-19 17:09,
646,hasan yeaseen,+880 1863-990800,,,2023-01-19 17:19,
647,hasan yeaseen,Voice,,,2023-01-19 17:19,
648,hasan yeaseen,Complaint from Rizvi Vai. @tawhid vai vai please check serving site code,hasan yeaseen,+880 1863-990800,2023-01-19 17:19,
649,tawhid vai,Cell ID: D42LC3B,hasan yeaseen,Complaint from Rizvi Vai. @tawhid vai vai please check serving site code,2023-01-19 17:26,
650,Alauddin Vai,"@Shibbir RNM v, plz check the site",tawhid vai,Cell ID: D42LC3B,2023-01-19 17:27,
651,Alauddin Vai,DHADB42,,,2023-01-19 17:28,
652,Alauddin Vai,No Outage Incident Pending till 17:00_19/01/23,,,2023-01-19 17:29,
653,Saifuzzaman Saif,"19-Jan'23@16:15
BSC CSSR: No degradation
Voice Traffic: No degradation",,,2023-01-19 18:00,
654,Mahafuj RNM,"Update of Site Down at 18:00 On 19-01-2023

Region: 2G/3G/4G
National: 34/24/43

DHK_M: 4/1/8
DHK_N: 0/1/2
DHK_S: 2/0/3
DHK_O: 5/5/2
CTG_M: 3/3/2
CTG_N: 2/0/2
CTG_S: 0/1/1
COM: 0/1/7
NOA: 3/0/3
SYL: 6/5/5
MYM: 4/3/3
BAR: 0/0/0
KHL: 1/2/1
KUS: 2/1/2
RAJ: 1/0/1
RANG: 1/1/1",,,2023-01-19 18:04,
655,tawhid vai,"Pending Incidents at 18:00_19/01/2023

Fiber Network:

1. CGHTZ11(Egaromile) to RMKKL05(Ghagra) BTCL DWDM fiber is down
Impact: No outage
Severity: C-3
FT: 19:25_18/01
ERT: Yet to share
Unit: Fiber Ops
Vendor: BTCL

2. BMKSB05(Kheora bazar,Brahmanbaria) to BMKSB23(Sayedabad, Kashba) BTCL DWDM fiber still down
Impact: No outage
Severity: C-3
FT: 21:13_18/01
ERT: Yet to share
Unit: Fiber Ops
Vendor: BTCL

3. NOSNB07(Khajuria_land_55m) to LXRGN06(Hanubaish) Robi OSN fiber is down 
Impact: No outage
Severity: C-3
FT: 10:34_19/01
ERT: Yet to share
Unit: Fiber Ops 
Vendor: Hamida(Robi Own)

4. BSGND06(Mahilara)  to MDSDR06(Somoddarbazar,Madaripur) BTCL DWDM fiber is down
Impact: No outage 
Severity: C-3 
FT: 11:05_19/01
ERT: Yet to share
Unit: Fiber Ops
Vendor: BT…",,,2023-01-19 18:08,Read more
656,Txmonitoring,Fiber incident update at 18:00_19/01,,,2023-01-19 18:10,
657,Shibbir RNM,"2G: 
all cell interference level within accepted range.
No other abnormalities found in current hardware status and history loG
last down time 2023-01-16 21:28:08
3G:
No other abnormalities found in current hardware status and history loG
last down time : 2023-01-14 07:20:32
4G:
DHADB42L09B DL/UL throughput degraded during busy hours. Concern: CCD
No other abnormalities found in current hardware status and history loG
last down time : 2023-01-16 21:33:01",Alauddin Vai,DHADB42,2023-01-19 18:19,
658,Hosna Ara,"Update of Site Down at 15:00 On 19-01-2023

Region: 2G/3G/4G
National: 99/64/105

DHK_M: 4/1/3
DHK_N: 17/10/20_Incident[21/11/15]
DHK_S: 3/3/5
DHK_O: 6/5/5
CTG_M: 3/1/2
CTG_N: 0/1/0
CTG_S: 8/4/7
COM: 2/0/5
NOA: 4/2/5
SYL: 8/6/7
MYM: 37/25/37_Incident[24/18/25]
BAR: 1/1/1
KHL: 1/2/1
KUS: 4/3/6
RAJ: 1/0/1
RANG: 0/0/0",,,2023-01-19 15:03,
659,Mahafuj RNM,"Close Notification:
21 2G, 11 3G & 15 4G Sites in Dhaka North & Sylhet are up
Severity: C3
FT: 14:26_19/01
RT: 15:06_19/01
DUR: 00:40
Cause: Dual fiber cut 

Fiber 1: NSBLB02(Narayanpur) to BMSDR04(Bhudunti) BTCL DWDM fiber
Fiber 2: NSBLB14(NS2307) to NSSDR53(NS2308) Robi IRU DWDM fiber 

Action: Fiber 2 restored by Hamida team
Area: Belabo, Bijoynagar, Brahmanbaria Sadar, Roypura, Rupganj, Sarail, Shibpur & Tongibari
Unit: BTCL, Hamida(Robi IRU)
Tracking ID: RDTXM2301191426",Hosna Ara,"Incident Notification:
21 2G, 11 3G & 15 4G Sites in Dhaka North & Sylhet are down
Severity: C3
FT: 14:26_19/01
ERT: 4 hrs
Cause: Dual fiber cut 

Fiber 1: NSBLB02(Narayanpur) to BMSDR04(Bhudunti) BTCL DWDM fiber
Fiber 2: NSBLB14(NS2307) to NSSDR53(NS2308) Robi IRU DWDM fiber 

Area: Belabo, Bijoynagar, Brahmanbaria Sadar, Roypura, Rupganj, Sarail, Shibpur & Tongibari
Unit: BTCL, Hamida(Robi IRU)
Tracking ID: RDTXM2301191426",2023-01-19 15:12,
660,Mahafuj RNM,"Incident Notification:
6 2G, 4 3G & 7 4G Sites in Mymensingh are down
Severity: C3
FT: 14:56_19/01
ERT: 1 hr
POP: MYDBR15
Cause: Power issue at MYDBR15
Area: Dhobaura
Unit: e.co
TT: INC000017914509",,,2023-01-19 15:23,
661,Mahafuj RNM,"Incident Notification:
17 2G, 12 3G & 24 4G Sites in Mymensingh & Sylhet are down
Severity: C2
FT: 15:18_19/01
ERT: 4 hrs
POP:NKKND01,NKkND02,NKSDR04
Cause: Suspecting fiber issue at FHL end
Area: Ishwarganj, Itna, Kendua, Madan, Netrokona Sadar & Tarail
Unit: FHL
Tracking ID: RDTXM2301191518",,,2023-01-19 15:32,
662,Mahafuj RNM,"Close Notification:
24 2G, 18 3G & 25 4G Sites in Mymensingh are Stable
Severity: C2
FT: 14:53_19/01
RT: 15:04_19/01
DUR: 00:11
POP: NKPBD01
Cause: One hand fiber cut and other hand high loss at FHL end 
Action: FHL team resolved the issue
Area: Bhaluka, Dhobaura, Durgapur, Kalmakanda, Kendua, Muktagachha, Netrokona Sadar & Purbadhala
Unit: FHL
Tracking ID: RDTXM2301191453",Hosna Ara,"Incident Notification:
24 2G, 18 3G & 25 4G Sites in Mymensingh are fluctuating 
Severity: C2
FT: 14:53_19/01
ERT: 4 hrs
POP: NKPBD01
Cause: Suspecting fiber issue at FHL end
Area: Bhaluka, Dhobaura, Durgapur, Kalmakanda, Kendua, Muktagachha, Netrokona Sadar & Purbadhala
Unit: FHL
Tracking ID: RDTXM2301191453",2023-01-19 15:57,
663,Mahafuj RNM,Restored,Mahafuj RNM,"Incident Notification:
17 2G, 12 3G & 24 4G Sites in Mymensingh & Sylhet are down
Severity: C2
FT: 15:18_19/01
ERT: 4 hrs
POP:NKKND01,NKkND02,NKSDR04
Cause: Suspecting fiber issue at FHL end
Area: Ishwarganj, Itna, Kendua, Madan, Netrokona Sadar & Tarail
Unit: FHL
Tracking ID: RDTXM2301191518",2023-01-19 16:07,
664,Mahafuj RNM,Again down,Mahafuj RNM,Restored,2023-01-19 16:15,
665,Mahafuj RNM,"Update of Site Down at 16:00 On 19-01-2023

Region: 2G/3G/4G
National: 82/45/59

DHK_M: 4/0/3
DHK_N: 0/2/2
DHK_S: 2/0/2
DHK_O: 5/6/1
CTG_M: 1/1/0
CTG_N: 1/2/2
CTG_S: 9/8/8
COM: 3/1/6
NOA: 3/2/4
SYL: 9/8/9
MYM: 37/7/13_C2 & C3 Incident
BAR: 2/3/2
KHL: 2/3/2
KUS: 1/1/2
RAJ: 2/0/2
RANG: 1/1/1",,,2023-01-19 16:16,
666,Hosna Ara,"Close Notification:
19 2G, 9 3G & 18 4G Sites in Dhaka North & Sylhet are up
Severity: C3
FT: 10:28_19/01
RT: 13:02_19/01
DUR: 02:34
Cause: Dual fiber cut 

Fiber 1: NSBLB02(Narayanpur) to BMSDR04(Bhudunti) BTCL DWDM fiber
Fiber 2: NSBLB14(NS2307) to NSSDR53(NS2308) Robi IRU DWDM fiber 

Action: Fiber 2 restored by Hamida team 
Area: Belabo, Roypura, Sarail & Shibpur
Unit: BTCL, Hamida(Robi IRU)
Tracking ID: RDTXM2301191028",Hosna Ara,"Update Notification:
19 2G, 9 3G & 18 4G Sites in Dhaka North & Sylhet are still down
Severity: C3
FT: 10:28_19/01
Latest ERT: Yet to share 
Cause: Dual fiber cut 

Fiber 1: NSBLB02(Narayanpur) to BMSDR04(Bhudunti) BTCL DWDM fiber
Fiber 2: NSBLB14(NS2307) to NSSDR53(NS2308) Robi IRU DWDM fiber 

Area: Belabo, Roypura, Sarail & Shibpur
Unit: BTCL, Hamida(Robi IRU)
Tracking ID: RDTXM2301191028",2023-01-19 13:12,
667,Eshtiuk Hossain,"Pending Incidents at 12:00_19/01/2023

Fiber Network:

1. CGHTZ11(Egaromile) to RMKKL05(Ghagra) BTCL DWDM fiber is down
Impact: No outage
Severity: C-3
FT: 19:25_18/01
ERT: Yet to share
Unit: Fiber Ops
Vendor: BTCL

2. BMKSB05(Kheora bazar,Brahmanbaria) to BMKSB23(Sayedabad, Kashba) BTCL DWDM fiber still down
Impact: No outage
Severity: C-3
FT: 21:13_18/01
ERT: Yet to share
Unit: Fiber Ops
Vendor: BTCL

3. JSSDR59(JESSORE_BTTB, JS5089)  to JSSDR10(Bashundia) BTCL DWDM fiber is down 
Impact: No outage
Severity: C-3
FT: 07:25_19/01
ERT: Yet to share
Unit: Fiber Ops
Vendor: BTCL

4. NSBLB02(Narayanpur) to BMSDR04(Bhudunti) BTCL DWDM fiber is down
Impact: No outage
Severity: C-3
FT: 10:02_19/01
ERT: Yet to share
Unit: Fiber Ops
Vendor: BTCL

5. 19 2G, 9 3G & 18 …",,,2023-01-19 12:04,Read more
668,Txmonitoring,Fiber incident update at 12:00_19/01,,,2023-01-19 12:04,
669,Hosna Ara,"Update of Site Down at 12:00 On 19-01-2023

Region: 2G/3G/4G
National: 59/34/64

DHK_M: 5/1/3
DHK_N: 15/10/19_Incident[19/9/18]
DHK_S: 2/1/2
DHK_O: 4/6/3
CTG_M: 1/0/0
CTG_N: 0/1/1
CTG_S: 0/0/0
COM: 2/0/4
NOA: 8/2/10_Discrete & Incident
SYL: 9/6/8
MYM: 4/3/5
BAR: 1/1/1
KHL: 1/1/1
KUS: 3/1/3
RAJ: 3/0/3
RANG: 1/1/1",,,2023-01-19 12:13,
670,Yousuf Vai,"19-Jan'23@11:00
BSC CSSR: No degradation
Voice Traffic: No degradation",,,2023-01-19 12:20,
671,Hosna Ara,"Incident Notification:
6 2G, 1 3G & 6 4G Sites in Noakhali are down
Severity: C3
FT: 12:04_19/01
ERT: 4 hrs
POP: NOHTA09,LXKMN02
Cause: Suspecting fiber issue at FHL end
Area: Hatiya, Kamalnagar, Ramgati & Subarnachar
Unit: FHL
Tracking ID: RDTXM2301191204",,,2023-01-19 12:24,
672,Hosna Ara,"Incident Notification:
13 2G, 4 3G & 14 4G Sites in Sylhet are fluctuating 
Severity: C3
FT: 12:14_19/01
ERT: 4 hrs
POP: SNJGN04,SNJGN07
Cause: Suspecting fiber issue at SCL end
Area: Balaganj, Bishwanath & Jagannathpur
Unit: SCL
Tracking ID: RTDTXM2301191214",,,2023-01-19 12:25,
673,Rabbani,"DHKTL44 TX Node disconnected,  also getting link down from Far end.  Unit: e.co",Paru,@tx fls concern fyki,2023-01-19 12:29,
674,hasan yeaseen,"Pending Outage Incidents 1215

1. 13 2G, 4 3G & 14 4G Sites in Sylhet are fluctuating 
Severity: C3
FT: 12:14_19/01
ERT: 4 hrs
POP: SNJGN04,SNJGN07
Cause: Suspecting fiber issue at SCL end
Area: Balaganj, Bishwanath & Jagannathpur
Unit: SCL

2. 6 2G, 1 3G & 6 4G Sites in Noakhali are down
Severity: C3
FT: 12:04_19/01
ERT: 4 hrs
POP: NOHTA09,LXKMN02
Cause: Suspecting fiber issue at FHL end
Area: Hatiya, Kamalnagar, Ramgati & Subarnachar
Unit: FHL

3. 19 2G, 9 3G & 18 4G Sites in Dhaka North & Sylhet are still down
Severity: C3
FT: 10:28_19/01
Latest ERT: Yet to share 
Cause: Dual fiber cut 
Fiber 1: NSBLB02(Narayanpur) to BMSDR04(Bhudunti) BTCL DWDM fiber
Fiber 2: NSBLB14(NS2307) to NSSDR53(NS2308) Robi IRU DWDM fiber 
Area: Belabo, Roypura, Sarail & Shibpur
Unit: BTCL, Hamida(Robi IRU)",,,2023-01-19 12:30,
675,Hosna Ara,"Incident Notification:
5 2G, 2 3G & 5 4G Sites in Noakhali are down
Severity: C3
FT: 12:35_19/01
ERT: Yet to share
POP: NOSNM12
Cause: Outage occurred due to CR_580663 acitvity
CR Slogan: Rectifier swap at LXSDRB1 , LXKMN31 & Rectification at NOSMN12
Action: CR team is still working 
Remarks: Impact list mismatched found 
Area: Sonaimuri
Unit: e.co
TT: INC000017913307",,,2023-01-19 12:49,
676,hasan yeaseen,"Sr1. Logical team WIP, NA
Sr2. ETA 30min, ERT: NA
Sr3. ERT 1 hr",hasan yeaseen,"Pending Outage Incidents 1215

1. 13 2G, 4 3G & 14 4G Sites in Sylhet are fluctuating 
Severity: C3
FT: 12:14_19/01
ERT: 4 hrs
POP: SNJGN04,SNJGN07
Cause: Suspecting fiber issue at SCL end
Area: Balaganj, Bishwanath & Jagannathpur
Unit: SCL

2. 6 2G, 1 3G & 6 4G Sites in Noakhali are down
Severity: C3
FT: 12:04_19/01
ERT: 4 hrs
POP: NOHTA09,LXKMN02
Cause: Suspecting fiber issue at FHL end
Area: Hatiya, Kamalnagar, Ramgati & Subarnachar
Unit: FHL

3. 19 2G, 9 3G & 18 4G Sites in Dhaka North & Sylhet are still down
Severity: C3
FT: 10:28_19/01
Latest ERT: Yet to share 
Cause: Dual fiber cut 
Fiber 1: NSBLB02(Narayanpur) to BMSDR04(Bhudunti) BTCL DWDM fiber
Fiber 2: NSBLB14(NS2307) to NSSDR53(NS2308) Robi IRU DWDM fiber 
Area: Belabo, Roypura, Sarail & Shibpur",2023-01-19 13:03,
677,Hosna Ara,"Update of Site Down at 13:00 On 19-01-2023

Region: 2G/3G/4G
National: 71/31/83

DHK_M: 5/1/10_Discrete
DHK_N: 19/9/20_Incident[19/9/18]
DHK_S: 4/2/6
DHK_O: 4/4/3
CTG_M: 1/0/0
CTG_N: 0/1/1
CTG_S: 6/0/4
COM: 3/0/7
NOA: 12/4/14_Incident[6/1/6 & 5/2/5]
SYL: 6/3/6
MYM: 3/2/3
BAR: 0/0/0
KHL: 0/1/0
KUS: 6/3/7
RAJ: 1/0/1
RANG: 1/1/1",,,2023-01-19 13:05,
678,Antu - CN,Plz check,,,2023-01-19 09:22,
679,hasan yeaseen,Checking started,,,2023-01-19 09:22,
680,Hosna Ara,Checking done & mail raised to OSS to clear false alarm,Jalal Vaia,So many false alarms. Pls check and do the necessary.,2023-01-19 09:36,
